"Product ID;Image;Name;Reference;Category;""Price (tax excl.)"";""Price (tax incl.)"";Quantity;Status;Position",,
"310;https://mlicanada.com//17-metal-dispenser-with-film.jpg;""17"""" Metal Dispenser with Film"";BORMD5017;Products;0.000000;0;0;1",,
"311;https://mlicanada.com//520-heavy-short-market-bags.jpg;""520 Heavy Short Market Bags"";BULGKH520500;Products;0.000000;0;0;1",,
"312;https://mlicanada.com//525-heavy-short-market-bags.jpg;""525 Heavy Short Market Bags"";BULGKH525;Products;0.000000;0;0;1",,
"313;https://mlicanada.com//535-heavy-short-market-bags.jpg;""535 Heavy Short Market Bags"";BULGKH535;Products;0.000000;0;0;1",,
"314;https://mlicanada.com//kraft-heavy-short-market-bag.jpg;""Kraft Heavy Short Market Bag"";BULGKH536;Products;0.000000;0;0;1",,
"315;https://mlicanada.com//jasper-825x45x10-shopper-bag.jpg;""Jasper 8.25x4.5x10 Shopper Bag"";BULJASNATN;Products;0.000000;0;0;1",,
"316;https://mlicanada.com//robson-13x6x16-shopper-bag.jpg;""Robson 13x6x16 Shopper Bag"";BULROBNAT;Products;0.000000;0;0;1",,
"317;https://mlicanada.com//kraft-paper-bag-166x12-w-paper-handle.jpg;""Kraft Paper Bag 16+6x12 w/ Paper Handle"";BULRODNAT;Products;0.000000;0;0;1",,
"318;https://mlicanada.com//19490-ecosoft-toilet-seat-covers.jpg;""19490 Ecosoft Toilet Seat Covers"";BWP19490;Products;0.000000;0;0;1",,
"319;https://mlicanada.com//flat-lid-for-800-2000ml-bowl.jpg;""Flat Lid for 800-2000ml Bowl"";C179Lid;Products;0.000000;0;0;1",,
"330;https://mlicanada.com//10x10x5-black-cake-box-100-pk.jpg;""10x10x5 Black Cake Box (100/pk)"";CBox10105B;Products;0.000000;0;0;1",,
"341;https://mlicanada.com//12x12x6-cake-boxes-black-50-pk.jpg;""12x12x6 Cake Boxes Black (50/pk)"";CBox12126B;Products;0.000000;0;0;1",,
"363;https://mlicanada.com//6x6x25-kraft-cake-boxes-with-window.jpg;""6x6x2.5 Kraft Cake boxes with Window"";CBox6x6x2.5-KW;Products;0.000000;0;0;1",,
"366;https://mlicanada.com//8x55x35-cake-box-ccnb.jpg;""8x5.5x3.5 Cake Box CCNB"";Cbox85535-250;Products;0.000000;0;0;1",,
"367;https://mlicanada.com//cake-box-8x8x25.jpg;""Cake Box 8x8x2.5"""""";CBox88250;Products;0.000000;0;0;1",,
"375;https://mlicanada.com//paper-cake-box-8x8x5-24pt-100-pk.jpg;""Paper cake box 8x8x5 24pt (100/pk)"";CBox885-24;Products;0.000000;0;0;1",,
"377;https://mlicanada.com//cake-box-8x8x5-black-100-pk.jpg;""Cake Box 8x8x5 Black (100/pk)"";CBox885B;Products;0.000000;0;0;1",,
"386;https://mlicanada.com//sterno-soft-gel-7oz-x-72.jpg;""Sterno Soft Gel (7oz x 72)"";CCA20194;Products;0.000000;0;0;1",,
"387;https://mlicanada.com/311/6-rnd-cake-drum-silver-6-pk.jpg;""6"""" Rnd Cake Drum Silver (6 pk)"";CDrum06;""Cake Board"";0.000000;0;0;1",,
